Date,FDIC certificate number,Primary ABA routing number,Financial institution name,Address,City,State,Zip Code,Rank by $ Deposits,Deposits $,Accounts #,Average deposit $,Unrealized gain-loss $,Unrealized gain-loss % of tier 1 capital,URL,URLs to accept or solicit deposits,Teller,Plaid
6/30/2023,9330,91904267,FIRST STATE BANK OF LE CENTER,88 N. PARK AVE. ,LE CENTER,MN,56057,3820,"$91,550,000",4955,"$18,476","-$1,472,000",-13.60%,www.fsblecenter.com,www.fsblecenter.com,Unknown,Supported
6/30/2023,5180,91904270,"FIRST NATIONAL BANK OF LE CENTER, THE",701 ASH STREET NE ,LONSDALE,MN,55046,3572,"$115,212,000",5335,"$21,596","-$2,284,000",-15.10%,http://www.fnblecenter.com,,Unknown,#N/A
6/30/2023,16330,104113521,BATTLE CREEK STATE BANK,202 WEST MAIN STREET ,BATTLE CREEK,NE,68715,4477,"$31,992,000",1259,"$25,411","-$5,000",-0.11%,http://www.battlecreekstatebank.com,,Unknown,#N/A
6/30/2023,155,61205271,BANK OF ALAPAHA,245 NORTHEAST RAILROAD STREET ,ALAPAHA,GA,31622,2775,"$205,851,000",8403,"$24,497","-$12,086,000",-53.07%,www.bankofalapaha.com,,Unknown,Supported
6/30/2023,23257,71124931,COMMUNITY STATE BANK,625 SOUTH EAST 2ND STREET ,GALVA,IL,61434,2187,"$307,360,000",13913,"$22,092","-$8,998,000",-29.01%,http://www.commstatebank.com,http://www.commstatebank.com,Unknown,Supported
6/30/2023,13892,104105283,SANDHILLS STATE BANK,202 CLARK STREET ,BASSETT,NE,68714,2253,"$293,951,000",11113,"$26,451","-$8,203,000",-27.64%,www.sandhillsstate.com,,Unknown,#N/A
6/30/2023,29857,301170707,"LIBERTY SAVINGS ASSOCIATION, FSA, THE",24 SOUTH JUDSON ,FORT SCOTT,KS,66701,4534,"$24,203,000",1570,"$15,416","-$1,783,000",-27.22%,www.libertysavingsfsa.com,,Unknown,#N/A
6/30/2023,19687,101101413,GARDEN PLAIN STATE BANK,10526 WEST MAPLE STREET ,WICHITA,KS,67209,3473,"$123,827,000",4258,"$29,081","-$4,164,000",-20.18%,http://www.gpsbank.com,http://www.gpsbank.net,Unknown,#N/A
6/30/2023,1839,74912645,COMMUNITY STATE BANK,101 S CHICAGO STREET ,ROYAL CENTER,IN,46978,3146,"$158,612,000",7352,"$21,574","-$8,784,000",-53.62%,www.csbnetbank.com,,Unknown,Supported
6/30/2023,1022,75902052,"CLARE BANK, NATIONAL ASSOCIATION",345 WEST PINE ,PLATTEVILLE,WI,53818,2337,"$278,548,000",12570,"$22,160","-$18,736,000",-49.68%,www.clarebank.com,,Unknown,#N/A
6/30/2023,21121,101102865,WESTERN STATE BANK,1500 EAST KANSAS AVENUE ,GARDEN CITY,KS,67846,1354,"$578,192,000",17891,"$32,317","-$17,168,000",-23.84%,http://www.wsbks.com,,Unknown,#N/A
6/30/2023,5196,91204569,"FIRST NATIONAL BANK OF MCINTOSH, THE",260 CLEVELAND AVE. SW ,MCINTOSH,MN,56556,4511,"$27,091,000",1398,"$19,378","-$187,000",-2.47%,www.fnbmcintosh.com,,Unknown,#N/A
6/30/2023,4228,103009160,FIRST BETHANY BANK & TRUST,6500 NW 39TH EXPRESSWAY ,BETHANY,OK,730082797,2595,"$234,296,000",5384,"$43,517","-$16,978,000",-63.81%,https://www.firstbethany.com,,Unknown,Supported
6/30/2023,15311,73921527,IOWA FALLS STATE BANK,601 WASHINGTON AVENUE ,IOWA FALLS,IA,50126,3346,"$135,702,000",6621,"$20,496","-$1,136,000",-13.23%,www.ifsbank.com,,Unknown,Supported
6/30/2023,13821,84101514,CROSS BANK,399 MERRIMAN AVE E ,WYNNE,AR,72396,1961,"$358,508,000",14569,"$24,608","-$743,000",-1.77%,http://www.mycrossbank.com,,Unknown,#N/A
6/30/2023,16228,61212170,WHEELER COUNTY STATE BANK,49 WEST MAIN STREET ,ALAMO,GA,30411,3529,"$118,679,000",4072,"$29,145","-$207,000",-1.01%,http://www.atlanticsouthbank.com,,Unknown,#N/A
6/30/2023,20100,64101660,TOWER COMMUNITY BANK,4564 MAIN STREET ,JASPER,TN,37347,2050,"$337,092,000",9155,"$36,821","$500,000",1.44%,www.towercommunitybank.com,,Unknown,Supported
6/30/2023,10502,101102551,BANKWEST OF KANSAS,924 MAIN STREET ,GOODLAND,KS,67735,3472,"$123,984,000",4483,"$27,656","-$1,733,000",-10.21%,www.ebankwest.com,,Unknown,Supported
6/30/2023,9332,91908412,BANK OF MAPLE PLAIN,4980 HWY 12 ,MAPLE PLAIN,MN,55359,3928,"$81,451,000",3003,"$27,123","-$4,414,000",-34.87%,www.bankofmapleplain.com,,Unknown,Supported
6/30/2023,10163,91914561,SECURITY STATE BANK OF MARINE,120 JUDD STREET ,MARINE ON SAINT CROIX,MN,55047,3029,"$172,604,000",8324,"$20,736","-$1,345,000",-6.49%,www.themarinebank.com,,Unknown,Supported
6/30/2023,17477,101115030,UNITED BANK & TRUST,823 BROADWAY ,MARYSVILLE,KS,66508,1261,"$632,317,000",24146,"$26,187","-$19,747,000",-22.44%,www.ubankonline.com,,Unknown,#N/A
6/30/2023,12365,81211300,"FIRST NATIONAL BANK OF ALLENDALE, THE",301 EAST MAIN STREET ,ALLENDALE,IL,62410,2184,"$308,707,000",11802,"$26,157","-$10,130,000",-30.19%,www.fnba.bank,,Unknown,#N/A
6/30/2023,30128,281371626,BOONVILLE FEDERAL SAVINGS BANK,123 NORTH THIRD STREET ,BOONVILLE,IN,47601,4409,"$40,268,000",2148,"$18,747","-$1,053,000",-18.95%,www.boonville.bank,,Unknown,#N/A
6/30/2023,925,71905817,"STATE BANK OF GENEVA, THE",22 SOUTH 4TH STREET ,GENEVA,IL,60134,3784,"$95,226,000",2397,"$39,727","-$3,102,000",-25.11%,www.sbgeneva.com,,Unknown,#N/A
6/30/2023,9087,71212128,1ST SOURCE BANK,100 NORTH MICHIGAN STREET ,SOUTH BEND,IN,46601,175,"$7,003,934,000",226460,"$30,928","-$183,336,000",-18.10%,www.1stsource.com,,Unknown,#N/A
6/30/2023,19349,81501492,FIRST MISSOURI BANK OF SEMO,500 INDEPENDENCE ,KENNETT,MO,63857,2975,"$179,806,000",6902,"$26,051","-$152,000",-0.72%,www.myfm.bank,,Unknown,#N/A
6/30/2023,4678,101111953,"CITIZENS NATIONAL BANK, THE",417 COMMERCIAL STREET ,GREENLEAF,KS,66943,2793,"$203,585,000",9294,"$21,905","-$16,319,000",-71.55%,www.thecnb.bank,,Unknown,#N/A
6/30/2023,823,51402233,CITIZENS BANK AND TRUST COMPANY,126 SOUTH MAIN STREET ,BLACKSTONE,VA,23824,1555,"$495,822,000",25144,"$19,719","-$19,871,000",-28.21%,http://www.cbtva.com,,Unknown,#N/A
6/30/2023,17138,103112743,PEOPLES STATE BANK,117 EAST MAIN STREET ,BLAIR,OK,73526,4587,"$15,908,000",946,"$16,816","-$6,000",-0.33%,http://www.psbokonline.com,,Unknown,Supported
6/30/2023,8942,91306137,STOCK GROWERS BANK,331 MAIN STREET SOUTH ,FORMAN,ND,58032,2270,"$291,038,000",10940,"$26,603","-$14,425,000",-46.74%,https://www.stockgrowers.bank,,Unknown,Supported
6/30/2023,5384,104904442,FIRST COMMUNITY BANK,201 MAIN STREET ,BEEMER,NE,68716,2884,"$190,833,000",4695,"$40,646","-$3,722,000",-18.95%,www.firstbeemer.com,,Unknown,Supported
6/30/2023,58,62102098,UNITED BANK,200 EAST NASHVILLE AVENUE ,ATMORE,AL,36502,849,"$1,016,949,000",31704,"$32,076","-$37,309,000",-27.25%,http://www.unitedbank.com,,Unknown,Supported
6/30/2023,30152,271172615,"MILFORD BUILDING AND LOAN ASSOCIATION, SB",131 EAST JONES STREET ,MILFORD,IL,609530000,4531,"$24,515,000",1002,"$24,466",,,,,Unknown,#N/A
6/30/2023,22134,124302325,CACHE VALLEY BANK,101 NORTH MAIN STREET ,LOGAN,UT,84321,388,"$2,508,567,000",50402,"$49,771","-$11,511,000",-3.83%,http://www.cachevalleybank.com,,Unknown,Supported
6/30/2023,30155,231372400,HATBORO FEDERAL SAVINGS,221 S. YORK ROAD ,HATBORO,PA,19040,1786,"$411,042,000",13095,"$31,389","-$4,180,000",-3.14%,www.hatborofed.com,www.hatborofederalonline.com,Unknown,Supported
6/30/2023,16970,42102788,"PEOPLES BANK OF KENTUCKY, INC.",106 SOUTH MAIN CROSS STREET ,FLEMINGSBURG,KY,41041,1852,"$390,876,000",17670,"$22,121","-$3,878,000",-8.04%,http://www.peoplesbankofky.com,,Unknown,Supported
6/30/2023,32532,261291247,SOUTH GEORGIA BANK,401 SOUTH VETERANS BOULEVARD ,GLENNVILLE,GA,30427,2863,"$193,800,000",8325,"$23,279","-$7,353,000",-30.25%,www.southgabank.com,,Unknown,Supported
6/30/2023,29858,241271795,SSB COMMUNITY BANK,152 N WOOSTER AVENUE ,STRASBURG,OH,44680,2908,"$188,365,000",5805,"$32,449",,,www.ssbonline.com,,Unknown,#N/A
6/30/2023,18892,111301614,KRESS NATIONAL BANK,US HIGHWAY 87 AND WEST 4TH STREET ,KRESS,TX,79052,4310,"$48,317,000",1227,"$39,378","-$932,000",-17.16%,WWW.KNBKRESS.COM,,Unknown,Supported
6/30/2023,19416,122210406,CTBC BANK CORP. (USA),"801 SOUTH FIGUEROA STREET, SUITE 2300 ",LOS ANGELES,CA,90017,258,"$4,430,088,000",111814,"$39,620","-$36,439,000",-5.46%,http://www.ctbcbankusa.com,,Unknown,#N/A
6/30/2023,10906,101103275,"BALDWIN STATE BANK, THE",721 HIGH STREET ,BALDWIN CITY,KS,66006,3869,"$87,233,000",4534,"$19,240","-$1,335,000",-13.51%,https://www.baldwinstatebank.com,,Unknown,#N/A
6/30/2023,8383,91308164,FIRST STATE BANK OF HARVEY,700 LINCOLN AVENUE ,HARVEY,ND,58341,3933,"$81,108,000",3817,"$21,249","-$5,507,000",-56.20%,www.firstharvey.com,,Unknown,Supported
6/30/2023,14660,75909204,BANK OF PRAIRIE DU SAC,555 PARK AVENUE ,PRAIRIE DU SAC,WI,53578,1561,"$492,515,000",16752,"$29,400","-$24,270,000",-27.28%,WWW.BANKPDS.COM,,Unknown,#N/A
6/30/2023,4693,101103547,HOWARD STATE BANK,100 SOUTH WABASH ,HOWARD,KS,67349,4079,"$68,373,000",3745,"$18,257","-$3,792,000",-50.28%,www.howardstatebank.com,,Unknown,#N/A
6/30/2023,12162,83902727,ELKTON BANK & TRUST COMPANY,30 PUBLIC SQUARE ,ELKTON,KY,42220,3212,"$150,101,000",5089,"$29,495","-$11,438,000",-52.15%,elktonbankandtrust.com,,Unknown,#N/A
6/30/2023,4054,103104353,"FARMERS BANK, THE",31 WEST MAIN STREET ,CARNEGIE,OK,73015,4071,"$68,825,000",1562,"$44,062","-$587,000",-6.28%,https://www.farmersbankok.com,,Unknown,#N/A
6/30/2023,16265,73922005,PEOPLES BANK,1230 VALLEY DRIVE ,ROCK VALLEY,IA,512470158,1125,"$723,620,000",26976,"$26,825","-$4,473,000",-4.53%,www.peoples-ebank.com,,Unknown,Supported
6/30/2023,16472,91216489,"GARY STATE BANK, THE",112 MAIN STREET ,GARY,MN,56545,4592,"$14,788,000",1100,"$13,444",,,,,Unknown,#N/A
6/30/2023,1700,64204774,FIRST CENTURY BANK,1780 NORTH BROAD STREET ,TAZEWELL,TN,37879,1436,"$539,198,000",18245,"$29,553","-$180,000",-0.34%,http://www.firstcenturybank.com,,Unknown,Supported
6/30/2023,12241,104913161,WASHINGTON COUNTY BANK,1523 WASHINGTON STREET ,BLAIR,NE,68008,1633,"$466,970,000",18378,"$25,409","-$14,614,000",-24.15%,www.washingtoncountybank.com,www.wcbmoneytree.com,Unknown,#N/A
6/30/2023,26393,211870142,PITTSFIELD CO-OPERATIVE BANK,70 SOUTH STREET ,PITTSFIELD,MA,1201,2202,"$303,772,000",11970,"$25,378","-$12,236,000",-23.49%,www.pittsfield-coop.com,,Unknown,#N/A
6/30/2023,13107,74902082,CITIZENS STATE BANK OF NEW CASTLE,1238 BROAD STREET ,NEW CASTLE,IN,47362,1154,"$703,386,000",30608,"$22,980","-$39,516,000",-51.49%,www.mycsbin.com,www.citizensstatebankindiana.com,Unknown,#N/A
6/30/2023,12432,101102933,"BAXTER STATE BANK, THE",1401 MILITARY AVENUE ,BAXTER SPRINGS,KS,66713,4575,"$18,442,000",1388,"$13,287","-$389,000",-7.49%,http://www.baxterstatebank.com,,Unknown,#N/A
6/30/2023,8824,91902036,EAGLE BANK,2 SOUTH FRANKLIN ,GLENWOOD,MN,56334,2833,"$198,093,000",7750,"$25,560","-$5,979,000",-22.65%,http://www.eaglebankmn.com,,Unknown,Supported
6/30/2023,15324,91916161,SECURITY BANK & TRUST COMPANY,735 11TH ST. E. ,GLENCOE,MN,55336,1250,"$640,312,000",21200,"$30,203","-$6,182,000",-9.17%,www.security-banks.com,,Unknown,#N/A
6/30/2023,19629,114902528,INTERNATIONAL BANK OF COMMERCE,1200 SAN BERNARDO STREET ,LAREDO,TX,78040,193,"$6,333,972,000",282812,"$22,396","-$224,001,000",-16.24%,www.ibc.com,,Unknown,#N/A
6/30/2023,19008,71908160,PARKWAY BANK AND TRUST COMPANY,4800 NORTH HARLEM AVENUE ,HARWOOD HEIGHTS,IL,60706,370,"$2,661,125,000",45051,"$59,069","-$12,219,000",-3.56%,http://www.parkwaybank.com,,Unknown,#N/A
6/30/2023,12383,81906013,CARROLLTON BANK,315 SIXTH STREET ,CARROLLTON,IL,62016,333,"$2,982,133,000",36386,"$81,958","-$21,022,000",-8.22%,https://www.carrolltonbanking.com,,Unknown,Supported
6/30/2023,14488,81905593,CITIZENS BANK,100 CIRCLE DRIVE ,NEW HAVEN,MO,63068,2395,"$267,935,000",13957,"$19,197","-$158,000",-0.42%,http://www.citizensbankmo.bank,,Unknown,Supported
6/30/2023,26455,211371311,SAVERS CO-OPERATIVE BANK,270 MAIN STREET ,SOUTHBRIDGE,MA,1550,1400,"$552,481,000",28188,"$19,600","-$15,329,000",-18.90%,http://www.saversbank.com,,Unknown,#N/A
6/30/2023,12722,111103281,SICILY ISLAND STATE BANK,5TH & NEWMAN ,SICILY ISLAND,LA,71368,4176,"$59,314,000",3194,"$18,570","-$234,000",-2.28%,www.sibank.net,,Unknown,Supported
6/30/2023,28178,243374218,NORTHWEST BANK,100 LIBERTY STREET ,WARREN,PA,16365,119,"$12,635,841,000",720053,"$17,548","-$342,318,000",-24.75%,WWW.NORTHWEST.COM,,Unknown,#N/A
6/30/2023,4624,101112635,AMERICAN BANK OF BAXTER SPRINGS,1201 MILITARY AVENUE ,BAXTER SPRINGS,KS,66713,3495,"$121,357,000",4485,"$27,058","-$2,980,000",-20.89%,http://www.americanbankbaxter.com,,Unknown,#N/A
6/30/2023,17636,101102344,ASTRA BANK,323 4TH STREET ,SCANDIA,KS,66966,1884,"$380,397,000",16857,"$22,566","-$33,275,000",-113.28%,astra.bank,,Unknown,Supported
6/30/2023,10962,91211170,GRAND RAPIDS STATE BANK,523 1ST AVENUE NW ,GRAND RAPIDS,MN,55744,2657,"$223,642,000",8518,"$26,255","-$5,471,000",-22.39%,http://www.grsb.bank,,Unknown,#N/A
6/30/2023,17388,65400483,M C BANK & TRUST COMPANY,1201 BRASHEAR AVENUE ,MORGAN CITY,LA,703802000,2305,"$284,751,000",11906,"$23,917","-$8,140,000",-10.45%,www.mcbt.com,m.mcbt.com,Unknown,#N/A
6/30/2023,10597,101902201,"BANK OF ORRICK, THE",113 EAST SOUTH FRONT STREET ,ORRICK,MO,64077,4242,"$53,802,000",1732,"$31,064","-$1,337,000",-25.27%,www.bankoforrick.com,,Unknown,#N/A
6/30/2023,16110,104113550,BUTTE STATE BANK,510 THAYER STREET ,BUTTE,NE,68722,4333,"$46,287,000",2003,"$23,109","-$1,661,000",-28.23%,http://www.buttebank.com,,Unknown,#N/A
6/30/2023,26523,211371926,HOMETOWN BANK,31 SUTTON AVENUE ,OXFORD,MA,1540,760,"$1,151,185,000",67322,"$17,100","-$7,641,000",-5.46%,www.bankhometown.com,,Unknown,#N/A
6/30/2023,29874,272471182,DEARBORN FEDERAL SAVINGS BANK,22315 MICHIGAN AVENUE ,DEARBORN,MI,481240000,2969,"$180,327,000",5048,"$35,722","-$3,668,000",-4.66%,www.mydfsb.com,,Unknown,Supported
6/30/2023,15038,101104164,"VALLEY STATE BANK, THE",502 NORTH MERCHANT ,BELLE PLAINE,KS,67013,3177,"$154,512,000",7923,"$19,502","-$6,540,000",-29.24%,www.valleystatebank.com,,Unknown,#N/A
6/30/2023,15820,91205199,RED RIVER STATE BANK,300 2ND AVE. W. ,HALSTAD,MN,56548,3632,"$109,890,000",3322,"$33,079","-$121,000",-0.76%,http://www.redriverbank.com,,Unknown,Supported
6/30/2023,18820,104113372,CEDAR RAPIDS STATE BANK,213 WEST MAIN STREET ,CEDAR RAPIDS,NE,68627,3743,"$98,822,000",1880,"$52,565","-$283,000",-2.86%,http://www.cedarrapidsstatebank.com,,Unknown,#N/A
6/30/2023,14209,73911676,FARMERS STATE BANK,1240 8TH AVENUE ,MARION,IA,52302,956,"$877,323,000",30145,"$29,103","-$14,468,000",-10.43%,www.myfsbonline.com,www.myfsbonline.biz,Unknown,Supported
6/30/2023,8214,91014652,FARMERS STATE BANK OF HAMEL,145 HAMEL ROAD ,HAMEL,MN,55340,3072,"$168,292,000",4495,"$37,440","-$13,013,000",-78.10%,www.fsboh.com,,Unknown,Supported
6/30/2023,21161,42101271,BANK OF THE BLUEGRASS AND TRUST CO.,101 EAST HIGH STREET ,LEXINGTON,KY,405074990,2250,"$294,279,000",7301,"$40,307","-$12,313,000",-33.05%,www.bankofthebluegrass.com,,Unknown,#N/A
6/30/2023,21897,81003275,BANK STAR,1999 WEST OSAGE STREET ,PACIFIC,MO,63069,3104,"$164,155,000",6777,"$24,222","-$3,815,000",-26.35%,www.bank-star.com,,Unknown,#N/A
6/30/2023,11792,111101319,FRANKLIN STATE BANK & TRUST COMPANY,802 PRAIRIE STREET ,WINNSBORO,LA,712950940,2913,"$187,889,000",7822,"$24,021","-$1,377,000",-5.53%,www.fsbnet.com,,Unknown,#N/A
6/30/2023,15815,42100146,CENTRAL BANK & TRUST COMPANY,300 W. VINE ST./KINCAID TOWERS ,LEXINGTON,KY,40507,367,"$2,683,729,000",86549,"$31,008","-$38,693,000",-10.01%,www.centralbank.com,,Unknown,#N/A
6/30/2023,4556,81504266,TPNB BANK,118 NORTH MAIN STREET ,PARIS,MO,65275,3837,"$89,928,000",3114,"$28,879","-$4,933,000",-32.69%,www.tpnbbank.com,,Unknown,Supported
6/30/2023,22139,111102596,PROGRESSIVE BANK,1411 NORTH 19TH STREET ,MONROE,LA,71201,1248,"$642,428,000",15170,"$42,349","-$11,714,000",-16.49%,www.progressivebank.com,,Unknown,#N/A
6/30/2023,7658,31912785,FIRST NATIONAL BANK & TRUST COMPANY OF NEWTOWN,40 SOUTH STATE STREET ,NEWTOWN,PA,18940,779,"$1,109,915,000",24765,"$44,818","-$100,325,000",-79.64%,WWW.FNBN.COM,,Unknown,#N/A
6/30/2023,22205,61211427,BARWICK BANKING COMPANY,2020 EAST MAIN STREET ,BARWICK,GA,31720,1955,"$359,759,000",5003,"$71,909","-$1,860,000",-5.94%,www.barwickbank.com,,Unknown,#N/A
6/30/2023,10561,91210375,ARCADIAN BANK,1452 WEST MAIN STREET ,ALBERT LEA,MN,56007,2972,"$180,039,000",7008,"$25,690","-$2,467,000",-10.76%,www.arcadian.bank,www.facebook.com/arcadianbank,Unknown,#N/A
6/30/2023,11868,31303129,"FIDELITY DEPOSIT AND DISCOUNT BANK, THE",NORTH BLAKELY & WEST DRINKER STS ,DUNMORE,PA,18512,445,"$2,154,264,000",74625,"$28,868","-$92,966,000",-42.05%,http://www.bankatfidelity.com,,Unknown,#N/A
6/30/2023,30260,226072472,CROSS COUNTY SAVINGS BANK,7921 METROPOLITAN AVE. ,MIDDLE VILLAGE,NY,11379,1686,"$449,765,000",14906,"$30,173","-$2,619,000",-4.28%,www.crosscounty.com,,Unknown,Supported
6/30/2023,11746,71113751,IROQUOIS FARMERS STATE BANK,111 WEST LINCOLN AVENUE ,IROQUOIS,IL,60945,3193,"$152,936,000",5945,"$25,725","-$3,830,000",-32.70%,www.iroqbank.com,,Unknown,Supported
6/30/2023,14581,104903579,CLARKSON BANK,243 PINE STREET ,CLARKSON,NE,68629,4168,"$59,770,000",1670,"$35,790","-$2,721,000",-35.09%,www.clarksonbank.com,,Unknown,#N/A
6/30/2023,28222,231270858,HADDON SAVINGS BANK,201 WHITE HORSE PIKE ,HADDON HEIGHTS,NJ,8035,2171,"$311,462,000",9712,"$32,070","-$23,676,000",-63.11%,haddonsavings.com,haddonsavingsbank.com,Unknown,Supported
6/30/2023,17410,101107404,BENDENA STATE BANK,933 FRIENDSHIP ROAD ,BENDENA,KS,66008,3808,"$92,969,000",3223,"$28,845","-$2,854,000",-32.07%,www.bendenastatebank.com,,Unknown,#N/A
6/30/2023,2496,11102638,"NATIONAL IRON BANK, THE",195 MAIN STREET ,SALISBURY,CT,6068,2524,"$244,637,000",8277,"$29,556","-$4,325,000",-17.12%,http://WWW.IRONBANK.COM,,Unknown,#N/A
6/30/2023,20040,71909091,MERCHANTS AND MANUFACTURERS BANK,801 SOUTH BRIGGS ,JOLIET,IL,60433,1945,"$363,986,000",7654,"$47,555","-$636,000",-1.67%,http://HTTP://WWW.M-MBANK.COM,,Unknown,#N/A
6/30/2023,8323,104906880,COMMUNITY STATE BANK,102 SPRUCE STREET ,COLON,NE,68018,4388,"$41,679,000",1236,"$33,721","-$506,000",-12.60%,https://www.csb-banking.com,,Unknown,Supported
6/30/2023,15741,91301815,COMMERCIAL BANK OF MOTT,325 BROWN AVENUE ,MOTT,ND,58646,3712,"$101,944,000",2415,"$42,213","-$2,428,000",-16.17%,http://www.cbmott.com,,Unknown,Supported
6/30/2023,26620,211372404,READING CO-OPERATIVE BANK,180 HAVEN STREET ,READING,MA,1867,1157,"$701,677,000",26783,"$26,199","-$22,418,000",-32.87%,www.readingcoop.com,,Unknown,Supported
6/30/2023,11409,91204103,VALLEY PREMIER BANK,416 6TH ST. ,HAWLEY,MN,56549,3522,"$119,327,000",5563,"$21,450","-$5,971,000",-44.58%,www.valleypremierbank.com,,Unknown,#N/A
6/30/2023,10618,101916307,BTC BANK,3606 MILLER STREET ,BETHANY,MO,64424,923,"$908,958,000",39188,"$23,195","-$21,550,000",-21.88%,btcbank.bank,go.btcbank.bank,Unknown,Supported
6/30/2023,4705,101000925,SECURITY BANK OF KANSAS CITY,701 MINNESOTA AVENUE ,KANSAS CITY,KS,66101,345,"$2,882,538,000",106736,"$27,006","-$257,678,000",-60.81%,http://www.securitybankkc.com,,Unknown,Supported
6/30/2023,10907,101101879,GUARANTY STATE BANK AND TRUST COMPANY,201 SOUTH MILL STREET ,BELOIT,KS,67420,2259,"$293,204,000",10244,"$28,622","-$15,075,000",-36.84%,http://www.guarantystate.com,,Unknown,#N/A
6/30/2023,13736,73914550,MAYNARD SAVINGS BANK,310 WEST MAIN STREET ,MAYNARD,IA,50655,4175,"$59,337,000",2724,"$21,783","-$5,214,000",-46.89%,http://www.maynardsavingsbank.com,,Unknown,#N/A
6/30/2023,10266,44208936,"CITIZENS BANK COMPANY, THE",5TH STREET & ULLMAN STREET ,BEVERLY,OH,45715,2412,"$263,453,000",13766,"$19,138","-$4,681,000",-12.41%,www.thecitizens.com,,Unknown,#N/A
6/30/2023,29878,271974017,AMERICAN COMMUNITY BANK OF INDIANA,7880 WICKER AVENUE ,SAINT JOHN,IN,46373,2247,"$294,526,000",6371,"$46,229","-$1,523,000",-4.99%,www.acbanker.com,,Unknown,#N/A
6/30/2023,6786,51501671,"MOUNTAIN VALLEY BANK, N.A.",317 DAVIS AVENUE ,ELKINS,WV,26241,3059,"$169,619,000",12146,"$13,965","-$5,923,000",-25.09%,www.mountainvalleybank.com,,Unknown,#N/A
6/30/2023,17735,51904524,CITY NATIONAL BANK OF WEST VIRGINIA,"3601 MACCORKLE AVE, SE ",CHARLESTON,WV,25304,234,"$5,095,347,000",337394,"$15,102","-$180,222,000",-31.20%,www.bankatcity.com,,Unknown,#N/A
6/30/2023,4630,101101866,FIRST BANK OF BELOIT,101 EAST MAIN STREET ,BELOIT,KS,67420,3890,"$85,004,000",3069,"$27,698","-$4,231,000",-33.65%,http://www.firstbankbeloit.com,,Unknown,#N/A
6/30/2023,5694,61203655,PRIMESOUTH BANK,3473 WEST HIGHWAY 84 ,BLACKSHEAR,GA,31516,834,"$1,041,857,000",36589,"$28,475","-$17,492,000",-15.28%,http://https://www.primesouth.com,,Unknown,#N/A
6/30/2023,10160,91905716,"STEARNS BANK OF HOLDINGFORD, NATIONAL ASSOCIATION",580 MAIN STREET ,HOLDINGFORD,MN,56340,4236,"$54,662,000",2202,"$24,824","-$21,000",-0.09%,www.stearnsbank.com,,Unknown,#N/A
6/30/2023,17589,104106965,CULBERTSON BANK,318 TAYLOR ,CULBERTSON,NE,69024,4604,"$11,332,000",898,"$12,619","-$74,000",-3.46%,,,Unknown,#N/A
6/30/2023,15472,91301132,FIRST UNITED BANK,503 BRIGGS AVENUE SOUTH ,PARK RIVER,ND,58270,1384,"$561,322,000",16604,"$33,806","-$21,147,000",-32.61%,www.firstunitedonline.com,,Unknown,Supported
6/30/2023,11559,111904150,FIRST STATE BANK AND TRUST COMPANY,110 WEST PANOLA STREET ,CARTHAGE,TX,756332632,1495,"$517,518,000",12137,"$42,640","-$38,700,000",-47.12%,http://www.fsbcarthage.com,,Unknown,Supported
6/30/2023,9120,91302717,ROLETTE STATE BANK,209 MAIN STREET ,ROLETTE,ND,58366,4422,"$39,364,000",1924,"$20,459","-$365,000",-8.62%,www.rolettestatebank.com,,Unknown,#N/A
6/30/2023,29875,221270415,NVE BANK,70/76 ENGLE STREET ,ENGLEWOOD,NJ,7631,1590,"$481,304,000",15787,"$30,487","-$22,129,000",-17.64%,www.nve.bank,,Unknown,Supported
6/30/2023,26555,211371285,ONELOCAL BANK,11 CENTRAL STREET ,NORWOOD,MA,2062,1113,"$729,521,000",22282,"$32,740","-$5,243,000",-4.35%,https://onelocalbank.com/,,Unknown,#N/A
6/30/2023,10919,101107446,STATE BANK OF BERN,402 MAIN STREET ,BERN,KS,66408,3811,"$92,605,000",2603,"$35,576","-$3,609,000",-18.97%,Statebankofbern.com,,Unknown,#N/A
6/30/2023,16363,73922063,CAPRA BANK,106 SOUTH 2ND STREET ,MONTEZUMA,IA,50171,3910,"$83,116,000",2324,"$35,764","-$298,000",-2.82%,WWW.CAPRABANK.COM,,Unknown,Supported
6/30/2023,4076,103104298,SOUTHWEST BANK OF WEATHERFORD,720 EAST MAIN ,WEATHERFORD,OK,73096,4062,"$69,430,000",2894,"$23,991","-$1,316,000",-11.81%,http://www.swnbank.com,,Unknown,#N/A
6/30/2023,9023,57001418,BANK OF CHARLES TOWN,111 E WASHINGTON STREET ,CHARLES TOWN,WV,25414,1147,"$707,261,000",28490,"$24,825","-$10,554,000",-13.10%,www.mybct.bank,,Unknown,Supported
6/30/2023,14694,73914864,CEDAR VALLEY BANK & TRUST,321 MAIN STREET ,LA PORTE CITY,IA,50651,3789,"$94,813,000",3036,"$31,230","-$314,000",-3.42%,www.cedarvalleybank.com,,Unknown,#N/A
6/30/2023,10200,91208031,STATE BANK OF JEFFERS,102 E. WHITED ST. ,JEFFERS,MN,56145,4460,"$34,682,000",1650,"$21,019","-$140,000",-3.23%,statebankofjeffers.com,,Unknown,#N/A
